id,distance,activity_type,moving_time,elapsed_time,start_time,end_time,start_latitude,end_latitude,start_longitude,end_longitude
159827896,1731.7,Run,564,721,2014-06-17 07:38:31,2014-06-17 07:38:31,51.452851,51.452631,-2.609263,-2.60754
161222566,7703.4,Run,2705,2726,2014-06-20 18:47:04,2014-06-20 18:47:04,51.457011,51.456291,-2.614253,-2.613825
161629506,9180.0,Run,3052,3161,2014-06-21 18:07:16,2014-06-21 18:07:16,51.457224,51.456292,-2.613214,-2.613875
163152657,13038.8,Run,4538,4637,2014-06-25 07:03:07,2014-06-25 07:03:07,51.456227,51.467724,-2.613725,-2.620666
163932815,11363.4,Run,3868,4015,2014-06-27 07:01:33,2014-06-27 07:01:33,51.456282,51.467814,-2.613826,-2.620692
164635385,11283.0,Run,3782,3786,2014-06-29 07:11:06,2014-06-29 07:11:06,51.456069,51.456289,-2.613823,-2.613852
165321541,7077.9,Run,2208,2208,2014-06-30 18:55:05,2014-06-30 18:55:05,51.456227,51.456375,-2.613752,-2.613851
165670238,13453.9,Run,4325,4442,2014-07-01 15:55:41,2014-07-01 15:55:41,51.456263,51.467746,-2.614123,-2.620724
165962621,9669.6,Run,3257,3316,2014-07-02 08:02:57,2014-07-02 08:02:57,51.456316,51.456236,-2.61393,-2.613892
166497306,7642.5,Run,2439,2461,2014-07-03 15:11:16,2014-07-03 15:11:16,51.456307,51.467732,-2.613851,-2.620765
166781243,10534.9,Run,3689,4053,2014-07-04 07:30:12,2014-07-04 07:30:12,51.455638,51.455561,-2.61463,-2.614904
169386300,5300.8,Run,3991,4052,2014-07-10 16:12:41,2014-07-10 16:12:41,51.47311,51.456162,-2.649933,-2.619531
170043134,11791.2,Run,3652,4084,2014-07-12 08:34:21,2014-07-12 08:34:21,51.456273,51.456044,-2.613924,-2.614084
170470380,9042.5,Run,2939,2978,2014-07-13 07:30:12,2014-07-13 07:30:12,51.456184,51.456307,-2.613885,-2.613873
171397646,11186.5,Run,3509,4085,2014-07-15 07:53:54,2014-07-15 07:53:54,51.456301,51.456162,-2.613764,-2.614213
174983384,9081.9,Run,3075,3080,2014-07-23 08:33:44,2014-07-23 08:33:44,51.456162,51.456358,-2.613755,-2.61383
191192662,10757.1,Run,3971,4076,2014-08-27 07:13:29,2014-08-27 07:13:29,51.456255,51.455601,-2.614192,-2.614901
196960468,2551.1,Run,847,953,2014-09-08 15:36:22,2014-09-08 15:36:22,51.446379,51.456259,-2.587794,-2.613786
219365579,11418.9,Run,3665,3700,2014-11-01 08:07:31,2014-11-01 08:07:31,51.455461,51.45567,-2.614265,-2.615259
220753043,2759.5,Run,852,916,2014-11-04 17:47:03,2014-11-04 17:47:03,51.446938,51.456319,-2.587632,-2.61378
224990268,9160.2,Run,2912,2998,2014-11-16 08:54:46,2014-11-16 08:54:46,51.456158,51.456271,-2.614321,-2.613837
311412751,3544.7,Run,1598,1607,2015-05-17 09:59:15,2015-05-17 09:59:15,51.469937,51.471868,-2.623518,-2.6212
312933836,2208.5,Run,892,917,2015-05-19 17:04:52,2015-05-19 17:04:52,51.473448,51.471164,-2.622455,-2.621776
313432318,6129.0,Run,1936,1948,2015-05-20 12:58:03,2015-05-20 12:58:03,51.466681,51.466132,-2.628963,-2.629243
314174757,2982.5,Run,1259,1323,2015-05-21 16:50:30,2015-05-21 16:50:30,51.470882,51.474321,-2.62197,-2.624116
315094658,5483.8,Run,1732,1742,2015-05-23 07:16:22,2015-05-23 07:16:22,51.471265,51.470219,-2.616254,-2.622533
316948416,3314.1,Run,1322,1322,2015-05-25 17:52:50,2015-05-25 17:52:50,51.470748,51.470753,-2.622136,-2.622219
317418536,5687.5,Run,1841,1888,2015-05-26 13:13:58,2015-05-26 13:13:58,51.469458,51.466199,-2.627791,-2.629372
319603021,5439.0,Run,1744,1744,2015-05-29 19:32:40,2015-05-29 19:32:40,51.465402,51.471081,-2.626668,-2.621858
320090101,3627.2,Run,1469,1473,2015-05-30 14:53:03,2015-05-30 14:53:03,51.471253,51.470786,-2.621774,-2.62572
320091309,4.2,Run,2,2,2015-05-30 15:18:12,2015-05-30 15:18:12,51.470823,51.470807,-2.62577,-2.625824
321006073,2181.7,Run,883,939,2015-05-31 18:47:27,2015-05-31 18:47:27,51.471067,51.471405,-2.621834,-2.629861
321018514,2716.6,Run,876,882,2015-05-31 19:03:17,2015-05-31 19:03:17,51.47134,51.469348,-2.630072,-2.623292
324780011,5788.7,Run,1800,1828,2015-06-06 13:13:38,2015-06-06 13:13:38,51.464585,51.467901,-2.627287,-2.624342
327246642,8227.9,Run,2717,2717,2015-06-09 19:14:44,2015-06-09 19:14:44,52.338291,52.338353,-1.574393,-1.574616
328650604,6376.7,Run,2127,2139,2015-06-11 17:53:25,2015-06-11 17:53:25,52.338578,52.344628,-1.574063,-1.581211
329989636,5192.8,Run,1597,1597,2015-06-13 18:59:29,2015-06-13 18:59:29,51.470935,51.470949,-2.621888,-2.621922
331398737,7482.6,Run,2116,2162,2015-06-15 18:16:42,2015-06-15 18:16:42,51.469079,51.471403,-2.6085,-2.615999
331408759,2069.0,Run,655,660,2015-06-15 18:54:11,2015-06-15 18:54:11,51.471634,51.471499,-2.615808,-2.615801
335460461,7999.6,Run,2458,2458,2015-06-21 17:38:23,2015-06-21 17:38:23,51.471572,51.471287,-2.615729,-2.621734
338174200,5291.6,Run,1554,1571,2015-06-25 19:04:52,2015-06-25 19:04:52,51.473588,51.470461,-2.616187,-2.62225
339508356,6186.7,Run,1789,1795,2015-06-27 18:36:45,2015-06-27 18:36:45,51.470228,51.470264,-2.622468,-2.622582
340902930,7141.3,Run,2196,2204,2015-06-29 18:28:34,2015-06-29 18:28:34,51.469269,51.471565,-2.607255,-2.614358
345030511,1569.1,Run,618,629,2015-07-05 17:16:41,2015-07-05 17:16:41,51.470051,51.470115,-2.622719,-2.62847
345085455,1062.2,Run,665,667,2015-07-05 17:34:17,2015-07-05 17:34:17,51.474622,51.470065,-2.623904,-2.622686
348481183,6017.4,Run,1891,1895,2015-07-10 18:28:51,2015-07-10 18:28:51,51.470157,51.470979,-2.622519,-2.621702
350620141,7771.2,Run,2427,2445,2015-07-13 18:37:40,2015-07-13 18:37:40,51.45629,51.471471,-2.614184,-2.613111
353871348,9611.5,Run,3065,3125,2015-07-18 12:00:22,2015-07-18 12:00:22,51.456497,51.455482,-2.616716,-2.614748
355609614,7730.7,Run,2431,2458,2015-07-20 18:44:02,2015-07-20 18:44:02,51.45625,51.471351,-2.614112,-2.612991
358943609,8198.3,Run,2525,2603,2015-07-25 13:21:11,2015-07-25 13:21:11,51.456286,51.461194,-2.613934,-2.621148
361407879,3008.7,Run,2847,2850,2015-07-28 18:12:45,2015-07-28 18:12:45,51.469238,51.469526,-2.623268,-2.62309
365375083,6494.2,Run,2105,2230,2015-08-03 06:59:15,2015-08-03 06:59:15,51.45629,51.471933,-2.613842,-2.625513
376415204,9881.2,Run,3183,3224,2015-08-17 15:47:01,2015-08-17 15:47:01,51.45608,51.456351,-2.614394,-2.617162
378569149,9115.7,Run,3013,3027,2015-08-20 12:12:18,2015-08-20 12:12:18,51.456361,51.457903,-2.613944,-2.618243
379974659,9615.1,Run,3456,3472,2015-08-22 10:40:31,2015-08-22 10:40:31,51.456187,51.461081,-2.614087,-2.620908
382560019,6992.2,Run,2337,2381,2015-08-25 18:06:34,2015-08-25 18:06:34,51.469879,51.469604,-2.622788,-2.623145
388709245,6214.0,Run,1835,1850,2015-09-02 18:09:12,2015-09-02 18:09:12,50.317361,50.317927,-4.798691,-4.798371
392083660,7021.2,Run,2369,2446,2015-09-07 10:37:00,2015-09-07 10:37:00,51.456795,51.456846,-2.614722,-2.620352
393953535,5720.8,Run,1912,1935,2015-09-09 19:10:23,2015-09-09 19:10:23,51.4561,51.455486,-2.614114,-2.614672
398222950,7749.8,Run,2333,2346,2015-09-15 18:09:46,2015-09-15 18:09:46,51.469232,51.455874,-2.608623,-2.614341
412092642,6043.1,Run,1910,2773,2015-10-05 12:15:43,2015-10-05 12:15:43,51.456271,51.45959,-2.614128,-2.615316
421417979,7831.9,Run,3092,3094,2015-10-19 14:13:39,2015-10-19 14:13:39,51.466375,51.456946,-2.620105,-2.617416
459296742,1010.3,Run,298,303,2015-12-21 17:15:06,2015-12-21 17:15:06,51.461409,51.45626,-2.60382,-2.61388
468024433,8240.0,Run,2772,2829,2016-01-04 09:00:36,2016-01-04 09:00:36,51.456267,51.455801,-2.614048,-2.614282
469776717,5534.9,Run,1721,1729,2016-01-06 19:11:52,2016-01-06 19:11:52,51.456307,51.455631,-2.613931,-2.614534
478424928,5059.8,Run,1649,1659,2016-01-18 17:14:54,2016-01-18 17:14:54,51.456469,51.456228,-2.614183,-2.613959
479920416,7068.5,Run,2255,2292,2016-01-20 18:59:18,2016-01-20 18:59:18,51.456302,51.456193,-2.613796,-2.614006
494898732,9104.4,Run,2925,2941,2016-02-09 17:17:19,2016-02-09 17:17:19,51.456247,51.455752,-2.613732,-2.61438
501697434,6578.6,Run,2153,2172,2016-02-18 17:07:45,2016-02-18 17:07:45,51.456252,51.455844,-2.614057,-2.614415
506650847,7335.2,Run,2394,2452,2016-02-24 18:07:59,2016-02-24 18:07:59,51.456166,51.455835,-2.613897,-2.614335
534137822,452.2,Run,168,168,2016-03-28 11:08:45,2016-03-28 11:08:45,51.456531,51.45734,-2.613824,-2.617831
541684872,10338.3,Run,3434,3465,2016-04-05 12:11:25,2016-04-05 12:11:25,51.456212,51.455743,-2.61393,-2.614535
554675301,8530.8,Run,2716,2733,2016-04-18 17:17:01,2016-04-18 17:17:01,51.456275,51.455973,-2.614017,-2.619205
556782266,6930.8,Run,2644,2771,2016-04-20 17:11:54,2016-04-20 17:11:54,51.445824,51.45627,-2.642949,-2.617834
569423704,6954.2,Run,2396,2443,2016-05-03 16:10:12,2016-05-03 16:10:12,51.456035,51.456268,-2.613988,-2.613928
570430257,9175.3,Run,2947,3024,2016-05-04 14:24:51,2016-05-04 14:24:51,51.456633,51.456244,-2.614405,-2.614054
572564945,8982.3,Run,2917,2924,2016-05-06 13:24:30,2016-05-06 13:24:30,51.456149,51.457883,-2.613873,-2.61824
584133761,8915.4,Run,2940,3046,2016-05-17 10:48:14,2016-05-17 10:48:14,51.456189,51.455439,-2.614204,-2.614506
585237354,7421.3,Run,2624,2639,2016-05-18 11:19:16,2016-05-18 11:19:16,51.456274,51.455491,-2.613951,-2.614444
590462073,9127.4,Run,2891,2991,2016-05-23 07:30:40,2016-05-23 07:30:40,51.456376,51.455508,-2.614038,-2.614912
591852865,9422.9,Run,2894,2950,2016-05-24 16:22:17,2016-05-24 16:22:17,51.456189,51.455437,-2.614169,-2.614513
593119490,8978.3,Run,2746,2761,2016-05-25 18:02:51,2016-05-25 18:02:51,51.456135,51.455335,-2.614199,-2.614391
596003361,10432.2,Run,3370,3437,2016-05-28 12:58:32,2016-05-28 12:58:32,51.456275,51.457467,-2.613896,-2.624911
600547186,9922.5,Run,3169,3176,2016-06-01 17:15:36,2016-06-01 17:15:36,51.456245,51.455578,-2.614234,-2.615255
606903734,7734.5,Run,2564,2568,2016-06-07 15:27:08,2016-06-07 15:27:08,51.456892,51.456697,-2.60924,-2.60998
609367108,8406.2,Run,2490,2497,2016-06-09 18:32:15,2016-06-09 18:32:15,51.456182,51.455432,-2.614013,-2.614649
